time,open,high,low,close,DP,EMA,EMA,EMA,Volume
1782994500,25342.2,25346.1,25328.2,25330.9,25302,25130.431507591096,25230.59846539741,25287.758165306554,224
1782994800,25331.1,25360.9,25328.6,25343.4,25302,25132.550597067802,25235.022054989666,25293.05738765831,236
1782995100,25343.5,25347.4,25321.9,25344.4,25302,25134.658551325832,25239.31138616654,25297.947160262283,298
1782995400,25345.9,25404,25343.9,25394.4,25302,25137.243043352442,25245.393292591383,25307.13314499921,478
1782995700,25393.9,25424.9,25391.4,25423.4,25302,25140.090376254408,25252.37394778388,25318.20617880881,375
1782996000,25422.2,25469.2,25421.7,25465.7,25302,25143.330273008094,25260.739675321765,25332.25320939845,748
1782996300,25465.2,25470.2,25445.7,25462.2,25458,25146.50310611249,25268.64008021111,25344.629094217642,602
1782996600,25461.7,25467.7,25437.9,25444,25458,25149.463274210873,25275.516939810674,25354.092990006437,410
1782996900,25443.9,25445.2,25422.6,25440.7,25458,25152.361152079422,25281.99470687692,25362.34127667249,320
1782997200,25440.1,25454.8,25428.7,25453.6,25458,25155.35855355127,25288.72432621508,25371.032583656062,446
1782997500,25452.6,25454.8,25436.5,25451.6,25458,25158.306229635335,25295.11160753998,25378.705670926913,244
1782997800,25451.7,25467.9,25441,25444,25458,25161.148953718566,25300.950368028607,25384.924178457684,158
1782998100,25445,25466.1,25437.1,25466.1,25458,25164.183292487534,25307.42682418435,25392.655209080764,162
1782998400,25465.9,25492.5,25459.6,25486.5,25458,25167.39042390557,25314.449301667315,25401.59280821593,252
1782998700,25487,25521.8,25478.5,25505,25458,25170.749723170193,25321.921878072517,25411.441112195364,450
1782999000,25504.2,25531.1,25496.2,25522.2,25458,25174.246740850092,25329.77592206967,25421.989577700566,632
1782999300,25521.7,25557.8,25521.7,25555.1,25458,25178.03632551825,25338.61216041988,25434.6667607767,621
1782999600,25555.2,25586,25545.5,25583.5,25458,25182.070789940954,25348.215605109297,25448.841354988443,704
1782999900,25583,25627.6,25580.5,25626,25622,25186.487996011194,25359.109110791287,25465.713606894304,634
1783000200,25627,25664.4,25622.7,25628.6,25622,25190.887120428994,25369.677380956335,25481.226596713892,751
1783000500,25629.1,25645.7,25621.8,25636,25622,25195.316104305322,25380.121405232556,25495.966920836378,513
1783000800,25635.8,25636.3,25597.1,25598.4,25622,25199.32688933711,25388.681350125396,25505.722452185295,548
1783001100,25598.9,25626,25591.1,25606.1,25622,25203.374382975548,25397.207571689105,25515.28221864384,387
1783001400,25605.5,25646.7,25598.4,25636.4,25622,25207.683095582757,25406.587666916985,25526.817245439663,533
1783001700,25636.1,25648.1,25612.4,25622.5,25622,25211.810626969993,25415.054817233966,25535.929888731123,229
1783002000,25622.2,25622.7,25599.5,25605.1,25622,25215.72395406482,25422.5075694993,25542.51751837578,248
1783002300,25604.6,25612.5,25587.6,25596.3,25622,25219.51078039253,25429.322958930697,25547.639659482847,353
1783002600,25596.7,25624.5,25586.2,25601.9,25622,25223.31564824932,25436.090686031454,25552.80731096067,364
1783002900,25601.4,25626.2,25600,25617.9,25622,25227.24186070455,25443.220463049827,25559.006614678703,383
1783003200,25617.8,25622.5,25586,25588.5,25622,25230.83646905575,25448.91769979297,25561.815508518826,384
1783003500,25587.5,25610.6,25576,25582,25588,25234.33063354276,25454.13661352658,25563.737841040842,318
1783003800,25580.9,25605.6,25579.7,25602.2,25588,25237.9910252488,25459.943020839266,25567.400903798858,205
1783004100,25602.7,25633.5,25602.7,25633.1,25588,25241.92245783339,25466.733490610273,25573.65796057992,331
1783004400,25630.9,25641.4,25609.8,25609.8,25588,25245.582930889774,25472.34394195889,25577.10005957231,376
1783004700,25610.3,25615.5,25575.5,25591.4,25588,25249.02389675157,25477.01280698011,25578.46195866066,347
1783005000,25592.2,25620.8,25584.4,25596.8,25588,25252.48435549036,25481.710343961284,25580.208438788217,294
1783005300,25595.8,25604.1,25563.9,25565.9,25588,25255.602919117322,25485.011899100056,25578.845730332196,455
1783005600,25564.5,25584.9,25558.1,25567.9,25588,25258.710352757946,25488.262412860837,25577.80327982437,512
1783005900,25567.4,25592.9,25536.8,25544.9,25588,25261.558010939458,25490.48349470943,25574.66963412681,1008
1783006200,25544.9,25587.1,25539.4,25569.9,25588,25264.626090432597,25493.597867465924,25574.21538325759,947
1783006500,25572.4,25605.4,25566.9,25589.7,25588,25267.86065669695,25497.36657854569,25575.690108661627,797
1783006800,25588.7,25606.4,25585.4,25588.4,25588,25271.05010289897,25500.936516641937,25576.900574503376,281
1783007100,25587.9,25600.9,25567.7,25573.4,25588,25274.058559586545,25503.778221871664,25576.567186455435,292
1783007400,25572.9,25572.9,25550.9,25558.9,25588,25276.89280277474,25505.93986022964,25574.884597269203,112
1783007700,25558.4,25558.9,25535.4,25546.9,25588,25279.579441553098,25507.546140220635,25572.21939752928,155
1783008000,25547.9,25576.9,25545.9,25571.4,25588,25282.483128701824,25510.050213153158,25572.14135966935,110
1783008300,25570.9,25580.4,25569.9,25576.4,25588,25285.40767468489,25512.652165578525,25572.546944462745,92
1783008600,25576.9,25589.8,25572.9,25580.9,25588,25288.34789682733,25515.328551242113,25573.34247356153,62
1783008900,25581.4,25594.9,25574.4,25586.4,25588,25291.313589396214,25518.11566687968,25574.58604750805,88
1783009200,25585.9,25586.9,25571.1,25574.5,25588,25294.1313646261,25520.32681719812,25574.577852507286,91
1783009500,25575,25583.2,25559.6,25562.5,25588,25296.801699306438,25521.980667504078,25573.427580839925,70
1783009800,25563,25566.8,25552.9,25558.4,25588,25299.404667472543,25523.408876621565,25571.996382664693,109
1783010100,25557.9,25560.4,25536.9,25550.9,25588,25301.90710859222,25524.486959891306,25569.987203363293,105
1783010400,25551.4,25568.4,25549.5,25559.9,25588,25304.474202039062,25525.875706562234,25569.026517328693,53
1783010700,25560.4,25561.9,25549.9,25558.6,25558,25307.002816944147,25527.159012187243,25568.03351567834,40
1783011000,25558.1,25558.6,25543.4,25547.9,25558,25309.399803840224,25527.972384258333,25566.11603799469,76
1783011300,25546.9,25546.9,25522.7,25531.9,25558,25311.61373614032,25528.126408405067,25562.85736770948,55
1783011600,25532.4,25534.9,25504.4,25511.9,25558,25313.60663428818,25527.490078663694,25558.00428507048,112
1783011900,25511.4,25527.4,25500.7,25511.9,25558,25315.579702603718,25526.878703029823,25553.613400778053,84
1783012200,25511.4,25515.4,25496.9,25514.3,25558,25317.55701899572,25526.385420558065,25549.86926737062,71
1783012500,25513.8,25520.9,25506.4,25512.9,25558,25319.500730249496,25525.85658053618,25546.348384763896,54
1783012800,25512.4,25520.9,25506.2,25511.9,25558,25321.41515084403,25525.30926365241,25543.067586214955,44
1783013100,25511.4,25517.9,25504.4,25517.4,25558,25323.36524884558,25524.999096450352,25540.623054194482,20
1783013400,25516.9,25523.8,25511.8,25512.4,25558,25325.24619164314,25524.505014236613,25537.9351442712,39
1783013700,25511.9,25515.9,25490.8,25493.4,25558,25326.919363865596,25523.285209756745,25533.693701959655,45
1783014000,25493.9,25505.7,25485.4,25497.9,25558,25328.62066372763,25522.28971133491,25530.284777963498,46
1783014300,25497.4,25502.9,25486.7,25495.9,25502,25330.285134735317,25521.254820694325,25527.01003720507,57
1783014600,25494.9,25498.1,25484.9,25495.9,25502,25331.93304384243,25520.26051400043,25524.047176518874,38
1783014900,25494.9,25496.4,25479.4,25482.4,25502,25333.430227485787,25518.7757879612,25520.08077875517,61
1783015200,25483.4,25490.4,25471.4,25488.9,25502,25334.977190396377,25517.60418843331,25517.111180778487,64
1783015500,25489.4,25517.9,25488.9,25517.4,25502,25336.792342730743,25517.59618104377,25517.13868737101,64
1783015800,25517.9,25525.4,25508.1,25513.4,25502,25338.549632852824,25517.431624924408,25516.782621907107,84
1783016100,25513.9,25514.9,25499.9,25506.4,25502,25340.21978575976,25516.999012182274,25515.793800773095,71
1783016400,25505.9,25515.1,25504.9,25508.3,25502,25341.89222570245,25516.657874449636,25515.080105461373,23
1783016700,25507.8,25515.1,25506.4,25513.4,25502,25343.598770720335,25516.530114667297,25514.920095417434,27
1783017000,25513.9,25532.4,25512.4,25519.6,25502,25345.350026733067,25516.650502327404,25515.365800615775,72
1783017300,25520.4,25530.4,25516.9,25530.4,25502,25347.191319999405,25517.189698314563,25516.79762912856,34
1783017600,25529.9,25536.9,25523.9,25528.9,25502,25348.999366566575,25517.64892583164,25517.95023587822,35
1783017900,25528.4,25540.4,25520.4,25539.4,25538,25350.89390023258,25518.50190913236,25519.993070556484,24
1783018200,25539.9,25542.1,25530.4,25531.9,25538,25352.694955951658,25519.0273244605,25521.12706383682,31
1783018500,25532.4,25534.9,25523.9,25531.9,25538,25354.47809071831,25519.53213526597,25522.15305775712,26
1783018800,25533.4,25537.4,25507.4,25507.4,25538,25355.999701755936,25519.05636525554,25520.748004637397,40
1783019100,25508.4,25519.9,25500.4,25514.5,25538,25357.5768191514,25518.877684265128,25520.15295657669,30
1783019400,25514,25522.4,25506.4,25516.8,25538,25359.1611294086,25518.79620645081,25519.83362737891,66
1783019700,25517.3,25519.3,25506.9,25514.7,25538,25360.708779862245,25518.63557090372,25519.344710485682,14
1783020000,25514.2,25515.7,25505.8,25507.3,25538,25362.167398968093,25518.19103871142,25518.19759520133,16
1783020300,25506.8,25521.9,25501.6,25512.4,25538,25363.662250719655,25517.96393915411,25517.645443277393,43
1783020600,25513.9,25531.4,25513.9,25529.6,25538,25365.313372603043,25518.42025526571,25518.78397248907,37
1783020900,25530.2,25538.9,25525.9,25535.9,25538,25367.010751980128,25519.10573545137,25520.414070347255,52
1783021200,25536.4,25548,25531.9,25544.9,25538,25368.78079424898,25520.11727523759,25522.746063647515,56
1783021500,25544.4,25554.9,25542.4,25550.4,25550,25370.58795052511,25521.30483307141,25525.37977187156,72
1783021800,25554.4,25606.4,25554.4,25594.9,25550,25372.819911216404,25524.190918049,25532.000745979032,374
1783022100,25595.9,25619.4,25588.4,25608.4,25550,25375.16399170181,25527.493234988255,25539.2768654096,177
1783022400,25607.9,25615.9,25592.8,25594.1,25550,25377.34245944607,25530.105264988717,25544.49811632297,0
1783022700,25595.8,25600.4,25584.6,25598.6,25550,25379.54402701377,25532.791333028374,25549.650676673165,11
1783023000,25597.7,25609.7,25592.9,25604.4,25550,25381.781399879303,25535.59951604687,25554.86489794239,0
1783023300,25605.2,25606.3,25598,25598,25550,25383.932828736226,25538.046593848954,25558.973002900257,0
1783023600,25598.9,25601.5,25588.6,25593.5,25550,25386.018074221436,25540.221237227426,25562.261288338326,0
1783023900,25592.7,25603,25592.7,25595.1,25550,25388.09849139336,25542.37334557145,25565.388784687057,0
1783024200,25596.8,25603.4,25592.4,25602.5,25550,25390.231839737706,25544.731253588256,25568.923186145432,0
1783024500,25603.4,25608.5,25597,25598.7,25550,25392.306149790067,25546.847675016168,25571.7590731792,0
1783024800,25599.6,25604.2,25595.3,25597.3,25550,25394.34588959315,25548.826197564555,25574.19154240023,0
1783025100,25599,25604.9,25597.2,25603.1,25602,25396.423044920582,25550.954581973787,25576.9447288383,0
1783025400,25604,25606.5,25601.3,25602.1,25602,25398.469581787045,25552.960284641482,25579.34046894894,0
1783025700,25602,25613.4,25599.7,25608.3,25602,25400.557446644885,25555.1304695575,25582.098519525232,0
1783026000,25608.7,25615,25606.2,25606.2,25602,25402.60364120563,25557.13319624152,25584.39389861807,0
1783026300,25606.4,25606.4,25605.8,25606,25602,25404.627485571746,25559.04954148695,25586.451622559205,0
1783026600,25603.2,25608.6,25603.2,25604.9,25602,25406.62024690934,25560.84759868354,25588.2086108869,0
1783026900,25605.9,25609.1,25605.9,25609.1,25602,25408.63497082069,25562.73984971556,25590.19826699291,0
1783027200,25609,25609.5,25606.3,25608.7,25602,25410.625667628447,25564.542208550243,25591.96033680311,0
